Rank,Title,Year,Rating,Weight,Type,Min Players,Max Players,Community Player Count Min,Community Player Count Max,Community Best Player Count Min,Community Best Player Count Max,Playing Time Min,Playing Time Max,Age,Community Age,Designers,Artists,Categories
113,Robinson Crusoe: Adventures on the Cursed Island,2012,7.72689,3.826,Thematic(37),1,4,1,4,N/A,N/A,60,120,14,12,Joanna Kijanka; Ignacy Trzewiczek,Tomasz Bentkowski; Mateusz Bielski; Vincent Dutrait; Jerzy Ferdyn; Mateusz Kopacz; Mateusz Lenart; Dominik Mayer; Maciej Mutwil; Zhao Run Quan; Piotr Słaby; Rafał Szyma; Ignacy Trzewiczek; Michał J. Zieliński,Adventure; Exploration; Fighting; Novel-based; Territory Building
114,Splendor Duel,2022,7.88184,2.0151,"Strategy Game(98), Family Game(17)",2,2,2,2,2,2,30,30,10,10,Marc André; Bruno Cathala,Davide Tosello,Card Game; Economic; Renaissance
115,Decrypto,2018,7.76814,1.8256,Party Game(2),3,8,4,8,4,6,15,45,12,12,Thomas Dagenais-Lespérance,Fabien Fulchiron; NILS; Manuel Sanchez,Deduction; Party Game; Spies / Secret Agents; Word Game
116,The Voyages of Marco Polo,2015,7.76649,3.1788,Strategy Game(96),2,4,2,4,4,4,40,100,12,12,Simone Luciani; Daniele Tascini,Dennis Lohausen,Dice; Economic; Medieval; Travel
117,Ra,1999,7.70158,2.3094,Strategy Game(100),2,5,3,5,3,4,45,60,12,10,Reiner Knizia,Leonardo Borazio; Edge Studio; Zach Graves; Allison Kline; Gahyun Lee; Ian O'Toole; Tiago Sousa; Franz Vohwinkel,Ancient; Mythology
118,Trickerion: Legends of Illusion,2015,7.96944,4.2626,Strategy Game(78),2,4,2,4,4,4,60,180,14,14,Richard Ámann; Viktor Péter,Villő Farkas; László Fejes,Post-Napoleonic
119,Arkham Horror: The Card Game (Revised Core Set),2021,8.59201,3.7658,"Customizable(1), Thematic(17)",1,4,1,4,2,2,45,180,14,14,Nate French; MJ Newman,Christopher Hosch; Marcin Jakubowski; Ignacio Bazán Lazcano; Henning Ludvigsen; Mercedes Opheim; Zoe Robinson; Evan Simonet,Adventure; Card Game; Collectible Components; Exploration; Fantasy; Horror; Novel-based
120,Inis,2016,7.81394,2.9413,Strategy Game(103),2,4,2,4,4,4,60,90,14,12,Christian Martinez,Dimitri Bielak; Jim FitzPatrick,Ancient; Card Game; Exploration; Mythology; Wargame
121,The Quest for El Dorado,2017,7.71262,1.9404,Family Game(19),2,4,2,4,2,4,30,60,10,8,Reiner Knizia,Vincent Dutrait; Franz Vohwinkel,Adventure; Exploration; Racing
122,Battlestar Galactica: The Board Game,2008,7.72971,3.2507,Thematic(38),3,6,4,6,5,5,120,180,14,14,Corey Konieczka,Kevin Childress; Andrew Navaro; Brian Schomburg; WiL Springer,Bluffing; Deduction; Movies / TV / Radio theme; Political; Science Fiction; Space Exploration; Spies / Secret Agents
123,Bomb Busters,2024,8.03986,2,Family Game(14),2,5,3,5,4,4,30,30,10,10,Hisashi Hayashi,Dominique Ferland,Deduction; Spies / Secret Agents
124,Carnegie,2022,7.9668,3.8142,Strategy Game(79),1,4,1,4,4,4,90,120,12,14,Xavier Georges,Ian O'Toole,Economic; Industry / Manufacturing; Post-Napoleonic
125,Dwellings of Eldervale,2020,8.11595,3.2408,Strategy Game(76),1,5,1,5,3,3,60,150,14,10,Luke Laurie,Merilliza Chan; Sergio Chaves; Anton Fadeev; Leesha Hannigan; Irina Kuzmina; Nathanael Mortensen; Sasha Radivojevic; Sam Turner; Brian Valeza; Frank Wade,Economic; Fantasy; Fighting
126,Nemesis: Lockdown,2022,8.25704,3.9039,Thematic(27),1,5,1,5,4,5,90,180,12,14,Adam Kwapiński,Jakub Dzikowski; Piotr Foksowicz; Patryk Jędraszek; Ewa Labak; Piotr Orleański; Michał Peitsch,Adventure; Exploration; Horror; Miniatures; Science Fiction
127,Architects of the West Kingdom,2018,7.70989,2.7588,Strategy Game(113),1,5,1,5,4,4,60,80,12,10,S J Macdonald; Shem Phillips,Mihajlo Dimitrievski,City Building; Economic; Medieval
128,Wyrmspan,2024,7.9642,2.8175,Strategy Game(109),1,5,1,4,3,3,90,90,14,12,Connie Vogelmann,Clémentine Campardou,Animals; Card Game; Fantasy
129,Tigris & Euphrates,1997,7.70363,3.4803,Strategy Game(108),2,4,2,4,4,4,60,120,14,12,Reiner Knizia,Bascu; Christine Conrad; Doris Matthäus; Ian O'Toole; Tom Thiel; Ricarda Thiel; Stephen Graham Walsh,Abstract Strategy; Ancient; Civilization; Territory Building
130,Keyflower,2012,7.713,3.3343,Strategy Game(104),2,6,2,6,4,4,90,120,12,12,Sebastian Bleasdale; Richard Breese,Juliet Breese; J Breese; Gemma Tegelaers,City Building; Economic; Renaissance; Territory Building; Transportation
131,Dominion: Intrigue,2009,7.68686,2.4105,Strategy Game(119),2,6,2,4,3,3,30,30,13,10,Donald X. Vaccarino,"Matthias Catrein; Julien Delval; Martin Hoffmann; Tomasz Jedruszek; Alexander Jung; Lars-Arne ""Maura"" Kalusky; Ryan Laukat; Harald Lieske; Dennis Lohausen; Michael Menzel; Marcel-André Casasola Merkle; Claus Stephan; Joshua J. Stewart; Christof Tisch; Franz Vohwinkel",Card Game; Medieval
132,Tainted Grail: The Fall of Avalon,2019,8.0321,3.3721,Thematic(32),1,4,1,3,1,2,60,120,14,14,Krzysztof Piskorski; Marcin Świerkot,Piotr Foksowicz; Piotr Gacek; Patryk Jędraszek; Ewa Labak; Michael Peitsch; Andrzej Półtoranos,Adventure; Exploration; Fantasy; Mature / Adult; Medieval; Mythology; Travel
133,Raiders of the North Sea,2015,7.72126,2.5729,Strategy Game(114),2,4,2,4,3,3,60,80,12,10,Shem Phillips,Mihajlo Dimitrievski,Medieval; Nautical
134,Caylus,2005,7.70569,3.7916,Strategy Game(115),2,5,2,5,3,3,60,150,12,12,William Attia,Cyril Demaegd; Arnaud Demaegd; Mike Doyle (I),City Building; Economic; Medieval
135,Eldritch Horror,2013,7.74314,3.3194,Thematic(41),1,8,1,5,4,4,120,240,14,14,Corey Konieczka; Nikki Valens,Anders Finér; David Griffith; Ed Mattinian; Patrick McEvoy; Dallas Mehlhoff; Emilio Rodriguez; Magali Villeneuve; Drew Whitmore,Adventure; Fighting; Horror; Novel-based; Travel
136,Lorenzo il Magnifico,2016,7.83039,3.2884,Strategy Game(99),2,4,2,4,3,4,60,120,12,12,Flaminia Brasini; Virginio Gigli; Simone Luciani,Klemens Franz; Andrea Kattnig; Andreas Resch,Renaissance
137,Troyes,2010,7.70515,3.3774,Strategy Game(107),1,4,2,4,3,3,90,90,12,12,Sébastien Dujardin; Xavier Georges; Alain Orban,Alexandre Roche,Dice; Economic; Medieval
138,Wonderland's War,2022,8.03633,3.0514,Strategy Game(97),2,5,3,5,4,4,45,125,13,12,Tim Eisner; Ben Eisner; Ian Moss,Manny Trembley,Fantasy; Novel-based
139,Age of Steam,2002,7.86768,3.8574,Strategy Game(95),1,6,3,6,4,5,120,120,13,14,John Bohrer; Martin Wallace,Sean Brown; Peter Dennis; Paul Niemeyer; Ian O'Toole,Economic; Post-Napoleonic; Trains; Transportation
140,The Lord of the Rings: Journeys in Middle-Earth,2019,7.8928,2.6974,Thematic(36),1,5,1,4,2,2,60,120,14,10,Nathan I. Hajek; Grace Holdinghaus,N/A,Adventure; Exploration; Fantasy; Fighting; Novel-based
141,Mombasa,2015,7.83735,3.889,Strategy Game(101),2,4,2,4,4,4,75,150,12,14,Alexander Pfister,Klemens Franz; Andreas Resch,Economic; Post-Napoleonic
142,Dominion,2008,7.59762,2.3451,Strategy Game(142),2,4,2,4,3,3,30,30,13,10,Donald X. Vaccarino,Matthias Catrein; Julien Delval; Tomasz Jedruszek; Ryan Laukat; Harald Lieske; Michael Menzel; Marcel-André Casasola Merkle; Claus Stephan; Christof Tisch,Card Game; Medieval
143,Patchwork,2014,7.58118,1.5981,"Abstract Game(5), Family Game(23)",2,2,2,2,2,2,15,30,8,6,Uwe Rosenberg,Carrie Cantwell; Klemens Franz; Maya Hanisch; Rex Lee; Jolanta Lendzioszek; Cecilia Mok; Gru Tsow,Abstract Strategy; Economic; Puzzle
144,Nucleum,2023,8.1192,4.1893,Strategy Game(86),1,4,1,4,3,3,60,150,14,14,Simone Luciani; Dávid Turczi,Andreas Resch; Piotr Sokołowski; Zbigniew Umgelter,Economic; Industry / Manufacturing; Science Fiction
145,Trajan,2011,7.74389,3.6272,Strategy Game(112),2,4,2,4,4,4,60,120,12,12,Stefan Feld,Jo Hartwig,Ancient
146,Hansa Teutonica,2009,7.74606,3.0914,Strategy Game(106),2,5,3,5,5,5,45,90,12,12,Andreas Steding,Dennis Lohausen,Medieval
147,Aeon's End: War Eternal,2017,8.23105,2.9167,Strategy Game(87),1,4,1,4,2,2,60,60,14,10,Jenny Iglesias; Nick Little (I); Kevin Riley,Gong Studios,Card Game; Fantasy; Fighting; Science Fiction
148,Twilight Imperium: Third Edition,2005,7.78064,4.2594,"Thematic(40), Strategy Game(131)",3,6,4,6,6,6,180,240,14,14,Christian T. Petersen,Scott Schomburg; Brian Schomburg; Tyler Walpole,Civilization; Negotiation; Political; Science Fiction; Space Exploration; Wargame
149,Russian Railroads,2013,7.72468,3.3975,Strategy Game(117),2,4,2,4,4,4,120,120,13,12,"Helmut Ohley; Leonhard ""Lonny"" Orgler",Martin Hoffmann; Claus Stephan,Industry / Manufacturing; Trains
150,Vinhos: Deluxe Edition,2016,8.05863,3.9927,Strategy Game(93),1,4,1,4,4,4,90,180,12,14,Vital Lacerda,Ian O'Toole,Economic; Industry / Manufacturing
151,Rising Sun,2018,7.7548,3.3007,Strategy Game(133),3,5,3,5,4,5,90,120,14,14,Eric M. Lang,Adrian Smith,Bluffing; Fantasy; Mythology; Negotiation; Wargame
152,Galactic Cruise,2025,8.36062,3.9876,Strategy Game(77),1,4,1,4,3,3,90,150,14,14,T.K. King; Dennis Northcott; Koltin Thompson,Ian O'Toole,Aviation / Flight; Economic; Industry / Manufacturing; Science Fiction; Space Exploration
153,The Lord of the Rings: Fate of the Fellowship,2025,8.32414,3.0852,Thematic(30),1,5,1,4,3,3,60,150,14,12,Matt Leacock,Jared Blando; Cory Godbey,Fantasy; Novel-based
154,Yokohama,2016,7.79603,3.2763,Strategy Game(116),2,4,2,4,3,3,90,90,14,12,Hisashi Hayashi,The Creation Studio; Adam P. McIver; Ryo Nyamo,Economic
155,Just One,2018,7.59646,1.0346,Party Game(3),3,7,4,7,6,7,20,60,8,8,Ludovic Roudy; Bruno Sautter,Éric Azagury; Florian Poullet,Deduction; Party Game; Word Game
156,Forest Shuffle,2023,7.73554,2.2104,"Strategy Game(134), Family Game(21)",2,5,2,4,2,2,40,60,10,10,Kosch,Toni Llobet; Judit Piella,Animals; Card Game; Educational; Environmental
157,ISS Vanguard,2022,8.37983,3.6604,Thematic(25),1,4,1,4,1,2,90,120,13,12,Andrzej Betkiewicz; Krzysztof Piskorski; Paweł Samborski; Marcin Świerkot,Piotr Gacek; Patryk Jędraszek; Ewa Labak; Dominik Mayer,Adventure; Exploration; Novel-based; Science Fiction; Space Exploration
158,Forbidden Stars,2015,7.98166,3.8433,Strategy Game(111),2,4,2,4,3,3,120,180,14,14,Samuel Bailey; James Kniffen; Corey Konieczka,N/A,Bluffing; Fighting; Science Fiction; Wargame
159,Iberia,2016,7.87417,2.6,Strategy Game(124),2,5,1,5,3,4,45,45,8,10,Jesús Torres Castro; Matt Leacock,Atha Kanaani; Chris Quilliams,Medical; Post-Napoleonic; Trains
160,Clank! In! Space!: A Deck-Building Adventure,2017,7.76343,2.5822,Strategy Game(126),2,4,2,4,3,3,45,90,12,10,Paul Dennen,Rayph Beisner; Rastislav Le; Raul Ramos; Nate Storm; Franz Vohwinkel,Science Fiction
161,Codenames,2015,7.52725,1.2572,Party Game(5),2,8,4,8,6,8,15,15,10,10,Vlaada Chvátil,Vlaada Chvátil; Stéphane Gantiez; Dávid Jablonovský; Tomáš Kučerovský; Filip Murmak; František Sedláček,Card Game; Deduction; Party Game; Spies / Secret Agents; Word Game
162,The 7th Continent,2017,7.73751,2.8992,Thematic(47),1,4,1,2,1,2,5,1000,14,10,Ludovic Roudy; Bruno Sautter,Ludovic Roudy,Adventure; Card Game; Exploration; Science Fiction
163,Tyrants of the Underdark,2016,7.91048,2.5401,Strategy Game(120),2,4,2,4,4,4,60,60,14,12,Peter Lee; Rodney Thompson; Andrew Veen,Rob Alexander; Alex Aparin; Daren Bader; John-Paul Balmet; Eric Belisle; Sam Burley; Milivoj Ceran; Conceptopolis; Katie Dillon; Julie Dillon; Olga Drebas; Jesper Ejsing; Steve Ellis (I); Wayne England; Jason Engle; Emily Fiegenschuh; Lars Grant-West; Brian Hagan; Todd Harris; Ilich Henriquez; Rick Hershey; Ralph Horsley; Tyler Jacobson; Tomasz Jedruszek; Jason Juta; McLean Kendree; Vance Kovacs; Guido Kuip; Howard Lyon; Damien Mammoliti; Sławomir Maniak; Jacob Masbruch; Marcel Mercado; Marco Nelor; Jim Nelson; William O'Connor; Héctor Ortiz; Ryan Pancoast; Adam Paquette; Klaus Pillon (I); Claudio Pozas; Aaron J. Riley; Marc Sasso; Craig J. Spearing; Raymond Swanland; Arnie Swekel; Bryan Syme; Matias Tapia; Stephen Tappin; Carlos Nunez de Castro Torres; Francis Tsai; Tyler Walpole; Richard Whitters; Eva Widermann; Ben Wootten; Kieran Yanner; James Zhang,Fantasy; Fighting
164,Champions of Midgard,2015,7.70455,2.6261,Strategy Game(137),2,4,2,4,4,4,60,90,10,10,Ole Steiness,Jose David Lanza Cebrian; Víctor Pérez Corbella,Adventure; Dice; Fantasy; Fighting; Medieval; Mythology
165,Rajas of the Ganges,2017,7.72175,2.903,Strategy Game(130),2,4,2,4,4,4,45,75,12,12,Inka Brand; Markus Brand,Dennis Lohausen,Dice; Economic; Renaissance; Territory Building
166,Hadrian's Wall,2021,7.88223,3.1616,Strategy Game(123),1,6,1,3,1,1,30,60,12,12,Bobby Hill,Sam Phillips,Ancient; City Building
167,Magic: The Gathering,1993,7.59428,3.2818,Customizable(18),2,6,2,4,2,2,20,20,13,12,Richard Garfield,"Victor Adame; Miao Aili; Randis Albion; Rob Alexander; James Allen (I); Dave Allsop; Scott Altmann; Ian Edward Ameling; Eric David Anderson; Chris J. Anderson; Dana Andrews; Glen Michael Angus; Chris Appelhans; Steve Argyle; Randy Asplund-Faith; Janet Aulisio; John Avon; Daren Bader; Volkan Baga; Scott Bailey; Drew Baker; Qi Baocheng; Julie Baroh; Tom Baxa; Edward Beard, Jr.; Patrick Beel; Jason Behnke; Steven Belledin; Melissa Benson; James Bernardin; Michael Bierek; Kristen Bishop; Joel Biske; Simon Bisley; Robert Bliss; Johann Bodin; Peter Bollinger; John Bolton; Paul Bonner; Zoltan Boros; Aaron Boyd; Whit Brachna; Noah Bradley; Jacques Bredy; Aleksi Briclot; Mark Brill; Kev Brockschmidt; Gerald Brom; Sue Ellen Brown; Ron Brown; Cornelius Brudi; Michael Bruinsma; Catherine Buck; Christopher Burdett; Wesley Burt; Jeffrey R. Busch; Clyde Caldwell; Matt Cavotta; Clint Cearley; Paul Chadwick; Doug Chaffee; Jason Chan (I); David Cherry; Jin Chiaki; Ron Chironna; Christine Choi; Scott Chou; Billy Christian; Wang Chuxiong; Ciruelo; Trevor Claxton; D. J. Cleland-Hura; Bud Cook; Mitch Cotie; John Coulthart; Carl Critchlow; jD; Daarken; Qiao Dafu; Liz Danforth; Stephen A. Daniele; Mike Danza; Geof Darrow; Al Davidson; David Day; Nelson DeCastro; Blackie del Rio; Thomas Denmark; Eric Deschamps; Ai Desheng; Brian Despain; Dennis Detwiller; Dave DeVries; Chris Dien; Tony DiTerlizzi; Kevin Dobler; Dom!; Dominick Domingo; John Donahue; William Donohoe; Brandon Dorman; Dave Dorman; Dan Dos Santos; Mike Dringenberg; Brian ""Chippy"" Dugan; Brian Durfee; Jeff Easley; Cole Eastburn; Robert Eggleton; Jesper Ejsing; Randy Elliott; Steve Ellis (I); Larry Elmore; Tristan Elwell; Rick Emond; Jeremy Enecio; Wayne England; Jason Engle; James Ernest; Vincent Evans; Glenn Fabry; Patrick Faricy; Rick Farrell; Jason Felix; Wang Feng; Richard Kane Ferguson; Cecil Fernando; Fred Fields; Steve Firchow; Scott Fischer; Marc Fishman; Tom Fleming; Kaja Foglio; Phil Foglio; Eric Fortune; Jon Foster; Anthony Francisco; Carl Frank; Dan Frazier; Frank Kelly Freas; Massimilano Frezzato; Una Fricker; J. W. Frost; Ted Galaday; John Gallagher; John Joseph Gallagher; Randy Gallegos; Sandra Garavito; Kevin Garletts; Daniel Gelon; Donato Giancola; Thomas Gianni; Gary Gianni; Charles Gillespie; Tomas Giorello; Erik Gist; Andrew Goldhawk; Rob Gonsalves; Gerry Grace; Lucas Graciano; Adi Granov; Lars Grant-West; D. Alexander Gregory; Stuart Griffin; Yang Guangmai; Rebecca Guay-Mitchell; Brian Hagan; Kunio Hagio; Joshua Hagler; Trevor Hairsine; Nils Hamm; Justin Hampton; Scott Hampton; Yeong-Hao Han; Fred Harper; Lou Harrison; Mark Harrison; Michael C. Hayes; Don Hazeltine; Nathalie Hertz; Carol Heyer; Henry Higgenbotham; Tim Hildebrandt; Greg Hildebrandt; Yoshino Himori; David Ho; Yang Hong; Craig Hooper; Fred Hooper; Quinton Hoover; Alex Horley; Daniel Horne; David Horne; Ralph Horsley; Brian Horton; John Howe; Austin Hsu; David Hudnut; Heather Hudson; Shang Huitong; Mark Hyzer; Junichi Inoue; Ironbrush; Ittoku; Hiro Izawa; Izzy; Tyler Jacobson; Hugh Jamieson; Jeremy Jarvis; Tomasz Jedruszek; Jiaming; He Jiancheng; Liu Jianjian; Gao Jianzhang; Zhang Jiazhen; Kari Johnson; Janine Johnston; Miles Johnston; Fay Jones; Jaime Jones; Goran Josic; Qin Jun; Michael Kaluta; Kerstin Kaman; Yokota Katsumi; Tsutomu Kawade; James Kei; Doug Keith; Dave Kendall; Mike Kerr; Igor Kieryluk; Mike Kimble; Hannibal King; Scott Kirschner; Brandon Kitkouski; Nic Klein; Patrick Kochakji; Michael Koelsch; KOJI; Michael Komarck; Cos Koniotis; Karl Kopinski; Kekai Kotaki; Vance Kovacs; Yang Jun Kwon; Tom Kyffin; Ray Lago; Clint Langley; Jeff Laubenstein; Jennifer Law; Stephanie Pui-Mun Law; Alton Lawson; Khang Le; Garry Leach; April Lee; Pat Lee; Paul Lee; Ron Lemen; Alayna Lemmer-Danner; Nicola Leonard; LHQ; Daniel Ljunggren; Todd Lockwood; Lubov; Chuck Lukacs; Steve Luke; Rebekah Lynn; Howard Lyon; Larry MacDougall; Colin MacNeil; Corey Macourek; Anson Maddocks; Warren Mahy; John Malloy; Sławomir Maniak; Thomas Manning; Dylan Martens; David Martin (II); Stephan Martiniere; John Matson; Val Mayerik; Cristina McAllister; Iain McCaig; Sean McConnell; Chengo McFlingers; Martin McKenna; Harold Arthur McNeill; Véronique Meignaud; Jeff Menges; Ken Meyer, Jr.; Ian Miller; Jeff Miracola; Matthew Mitchell; Cara Mitten; Christopher Moeller; Peter Mohrbacher; Malcolm David Monette; Monte Moore; Pat Morrissey; Philip Mosness; Craig Mullins; Kevin A. Murphy; Scott Murphy; Justin Murray; Andrew Murray; Jim Murray; Jon J. Muth; Jesper Myrfors; Ted Naifeh; Sun Nan; Marco Nelor; Mark A. Nelson; James Nelson; Winona Nelson; Jeff Nentrup; Terese Nielsen; Cliff Nielsen; Justin Norman; Nottsuo; David O'Connor; William O'Connor; Syuichi Obata; Kensuke Okabayashi; Okera; Ariel Olivetti; Margaret Organ-Kean; Dany Orizio; Jen Page; James Paick; Efrem Palacios; David Palumbo; Anthony Palumbo; Ryan Pancoast; Adam Paquette; Paolo Parente; Jung Park; Keith Parkinson; Lucio Parrillo; Jim Pavelec; Nick Percival; Omaha Perez; Eric Peterson; Bob Petillo; Michael Phillippi; Martina Pilcerová; Mike Ploog; Zak Plucinski; Eric Polak; Alan Pollack; Mark Poole; R. K. Post; Dermot Power; George Pratt; Steve Prescott; Livia Prima; Vincent Proce; Puddnhead; Huang Qishi; Mike Raabe; Isabelle Rabarot; Alan Rabinowitz; Fredrik Rahmqvist; Chris Rahn; Dave Rapoza; Kathryn Rathke; Roger Raupp; Omar Rayyan; Dom  Reardon; Jeff Reitz; Jeff Remmer; Adam Rex; Wayne Reynolds; Esad Ribic; Darrell Riche; Brad Rigney; Franco Rivolli; Tony Roberts; Andrew Robinson; Mark Romanoski; Romas; Mark Rosewater; Jean-Sebastien Rossbach; Gary Rudell; Robh Ruppel; Christopher Rush; Andi Rusu; Michael G. Ryan; James Ryman; Mitsuaki Sagiri; Richard Sardinha; Mike Sass; Zina Saunders; Jana Schirmer; Dan Scott; Dan Seagrave; David Robyn Seeley; Liu Shangying; Liam Sharp; Kuang Sheng; Song Shikai; Shishizaru; Doug Shuler; Bill Sienkiewicz; Greg Simanson; Marc Simonetti; William Simpson; Mark Simpson (II); Adrian Smith; Larry Snelly; Brian Snoddy; Ding Songjian; Greg Spalenka; Ron Spears; Ron Spencer; Terry Springer; John Stanko; Greg Staples; Matthew Stawicki; Darbury Stenderu; Matt Stewart; Philip Straub; Michael Sutfin; Raymond Swanland; Justin Sweet; Arnie Swekel; Tony Szczudlo; Gábor Szikszai; Junko Taguchi; Hideaki Takamura; Bryan Talbot; Xu Tan; Zhao Tan; Philip Tan (I); Hiroshi Tanigawa; Stephen Tappin; Mark Tedin; Nènè Thomas; Joel Thomas; Richard Thomas (I); Ruth Thompson; Ben Thompson; Matt Thompson; Li Tie; Cai Tingting; Jerry Tiritilli; Junior Tomlin; Francis Tsai; Drew Tucker; Charles Urbach; Susan Van Camp; Cyril Van Der Haegen; Henry van der Linde; Svetlin Velinov; Pete Venters; Diana Vick; Marcelo Vignali; Rogério Vilela; Sal Villagran; Franz Vohwinkel; Erik Von Lehmann; Johannes Voss; Bryon Wackwitz; Kevin Walker; Ron Walotsky; Stephen Walsh; Shelly Wan; Tom Wänerstrand; Li Wang; Anthony Waters; Michael Weaver; Amy Weber; Jack Wei; Chen Weidong; Kipling West; Michael Whelan; Steve White; Richard Whitters; L. A. Williams; Brad Williams; Allen Williams; Dameon Willich; Matt Wilson (I); Jarreau Wimberly; Jim Wong; Ash Wood; Sam Wood; Richard Wright; Tang Xiaogu; Li Xiaohua; Xu Xiaoming; Qu Xin; Quan Xuejun; Ku Xueming; Gao Yan; Lin Yan; Hong Yan; Erica Yang; Kieran Yanner; Ryan Yee; Solomon Au Yeung; Ji Yong; Li Youliang; Li Yousong; Kang Yu; Fang Yue; Min Yum; Wang Yuqun; John Zeleznik; ZENTOYO; Jiang Zhuqing; Luca Zontini; Mark Zug",Card Game; Collectible Components; Fantasy; Fighting
168,Roll for the Galaxy,2014,7.5669,2.7842,Strategy Game(143),2,5,2,5,3,4,45,45,13,10,Wei-Hwa Huang; Thomas Lehmann,Martin Hoffmann; Claus Stephan; Mirko Suzuki,Civilization; Dice; Economic; Science Fiction; Space Exploration
169,Pandemic,2008,7.51645,2.3948,"Strategy Game(174), Family Game(35)",2,4,1,4,4,4,45,45,8,10,Matt Leacock,Josh Cappel; Christian Hanisch; Régis Moulun; Chris Quilliams; Tom Thiel,Medical; Travel
170,Planet Unknown,2022,7.76671,2.2515,"Strategy Game(132), Family Game(22)",1,6,1,6,4,4,60,80,10,10,Ryan Lambert; Adam Rehberg,Yoma,City Building; Industry / Manufacturing; Puzzle; Science Fiction; Space Exploration; Territory Building
171,Targi,2012,7.59085,2.339,Strategy Game(141),2,2,2,2,2,2,60,60,12,10,Andreas Steiger,Taira Akitsu; Franz Vohwinkel,Arabian; Card Game
172,PARKS,2019,7.62518,2.123,Family Game(26),1,5,1,4,3,3,30,60,10,10,Henry Audubon,Fifty-Nine Parks Print Series,Animals; Economic; Environmental; Travel
173,Star Realms,2014,7.55292,1.9149,Strategy Game(163),2,2,2,2,2,2,20,20,12,8,Robert Dougherty; Darwin Kastle,Randy Delven; Kalissa Fitzgerald; Vito Gesualdi; Graphics Manufacture; Cody Jones; Andres Martinez,Card Game; Fighting; Science Fiction
174,Too Many Bones: Undertow,2018,8.65171,4.0365,"Thematic(16), Strategy Game(91)",1,2,1,2,2,2,60,180,12,12,Adam Carlson; Josh J. Carlson,Josh J. Carlson; Melonie Lavely; Anthony LeTourneau,Adventure; Dice; Fantasy; Fighting
175,Alchemists,2014,7.63663,3.9242,Strategy Game(146),2,4,2,4,4,4,120,120,12,12,Matúš Kotry,David Cochard,Deduction; Fantasy; Puzzle
176,Ticket to Ride: Europe,2005,7.52493,1.9171,Family Game(33),2,5,2,5,4,4,30,60,8,8,Alan R. Moon,Cyrille Daujean; Julien Delval,Trains
